month,number,mean_distance
1,7,3.5206649524835343
2,7,3.5206649524835343
3,7,3.5206649524835343
4,45,4.849803768084216
5,45,4.849803768084216
6,45,4.849803768084216
7,236,4.808704060433718
8,242,4.837443990986838
9,242,4.837443990986838
10,302,4.736558919294242
11,308,4.727176998100535
12,308,4.727176998100535
