month,number,mean_distance
1,7,11.240085498563701
2,7,11.240085498563701
3,7,11.240085498563701
4,41,10.949668974806087
5,53,11.195589517353483
6,53,11.195589517353483
7,215,10.599882681043495
8,337,10.155062660774789
9,343,10.115740184729715
10,1194,9.593101486693776
11,1604,9.717867913574953
12,1609,9.718759036701064
