month,number,mean_distance
1,8,4.214853424015559
2,8,4.214853424015559
3,8,4.214853424015559
4,56,5.141099561423339
5,56,5.141099561423339
6,56,5.141099561423339
7,96,4.926655200340938
8,99,4.871597809619879
9,99,4.871597809619879
10,339,5.077937357678879
11,435,5.051491899860014
12,435,5.051491899860014
