month,number,mean_distance
1,5,3.623406968584986
2,5,3.623406968584986
3,20,3.288816559331019
4,32,3.3466560433682373
5,32,3.3466560433682373
6,64,3.927550616061292
7,190,4.1774822597398
8,190,4.1774822597398
9,247,4.220188744046523
10,528,4.432007350649961
11,528,4.432007350649961
12,564,4.46501603169119
