month,number,mean_distance
1,10,3.842314746806854
2,10,3.842314746806854
3,10,3.842314746806854
4,65,4.646365357386299
5,65,4.646365357386299
6,65,4.646365357386299
7,252,4.7841243260870945
8,306,4.772317158383815
9,306,4.772317158383815
10,340,4.712314411564549
11,566,4.9103784251215385
12,618,4.951511888426254
