month,number,mean_distance
1,7,4.561163947082121
2,7,4.561163947082121
3,7,4.561163947082121
4,43,4.744213354053058
5,43,4.744213354053058
6,43,4.744213354053058
7,156,5.0328837501377865
8,258,4.886737490843976
9,258,4.886737490843976
10,451,5.096456182041058
11,905,5.214506795271475
12,905,5.214506795271475
