Impact factor
77.10558710497759
80.24610540614383
77.10558710497759
72.3166697149993
80.68710903149157
74.93163022266232
64.62760108508704
70.38307989391629
64.62760108508704
62.29539736688851
65.43591566805472
62.295397366888494
34.19728405740448
39.37721498535081
34.19728405740448
