month,number,mean_distance
1,7,3.791810451004783
2,7,3.791810451004783
3,7,3.791810451004783
4,48,4.197194890454673
5,48,4.197194890454673
6,48,4.197194890454673
7,225,4.246482171588262
8,225,4.246482171588262
9,238,4.202521037396157
10,538,4.262081493205322
11,540,4.2651485889695575
12,567,4.296611826437239
