month,number,mean_distance
1,1,0.0
2,1,0.0
3,1,0.0
4,1,0.0
5,6,3.300134034771028
6,6,3.300134034771028
7,6,3.300134034771028
8,38,4.608873965604462
9,38,4.608873965604462
10,74,4.29685714434652
11,74,4.29685714434652
12,74,4.29685714434652
