month,number,mean_distance
1,6,4.807634433395115
2,6,4.807634433395115
3,6,4.807634433395115
4,40,6.573851785675828
5,40,6.573851785675828
6,40,6.573851785675828
7,236,6.390277047127689
8,258,6.385384425964022
9,258,6.385384425964022
10,779,5.502959456987851
11,819,5.494109939719761
12,823,5.488715200030378
