month,number,mean_distance
1,7,12.265354058324633
2,7,12.265354058324633
3,11,12.153121902067836
4,44,10.116687985376116
5,44,10.116687985376116
6,54,10.101732593471743
7,299,11.755065157828286
8,299,11.755065157828286
9,301,11.710475933966809
10,1184,11.535509914787553
11,1778,11.852001643481222
12,1778,11.852001643481222
