month,number,mean_distance
1,7,4.36870122261709
2,7,4.36870122261709
3,7,4.36870122261709
4,7,4.36870122261709
5,7,4.36870122261709
6,51,6.286184988534237
7,56,6.323747073079612
8,57,6.272661802768395
9,276,5.240987672423881
10,276,5.240987672423881
11,276,5.240987672423881
12,276,5.240987672423881
