month,number,mean_distance
1,7,8.346509620682292
2,7,8.346509620682292
3,14,8.888859647351582
4,47,10.295725537745918
5,47,10.295725537745918
6,47,10.295725537745918
7,197,11.40771222644303
8,305,11.706842866145784
9,305,11.706842866145784
10,820,11.092710439966815
11,1655,10.64959878850303
12,1658,10.643366006341964
