month,number,mean_distance
1,8,4.271243843746271
2,8,4.271243843746271
3,8,4.271243843746271
4,32,4.733141760566586
5,46,4.8551087776770405
6,46,4.8551087776770405
7,86,4.809095156776149
8,224,4.847635194701406
9,224,4.847635194701406
10,290,4.87163110293771
11,592,5.062462601310043
12,593,5.062073062996958
