month,number,mean_distance
1,7,5.4395301647112495
2,7,5.4395301647112495
3,7,5.4395301647112495
4,49,6.154487674232791
5,49,6.154487674232791
6,49,6.154487674232791
7,264,5.286547380051169
8,264,5.286547380051169
9,264,5.286547380051169
10,264,5.286547380051169
11,264,5.286547380051169
12,405,5.717417824520856
