month,number,mean_distance
1,5,3.9644447490329258
2,5,3.9644447490329258
3,5,3.9644447490329258
4,5,3.9644447490329258
5,42,4.625122227503251
6,42,4.625122227503251
7,50,4.658574782205653
8,163,5.011380966468139
9,263,5.046185841895674
10,289,5.029835824720697
11,402,4.9562929841410215
12,895,5.197202338772296
