month,number,mean_distance
1,7,3.8362998280572014
2,7,3.8362998280572014
3,7,3.8362998280572014
4,7,3.8362998280572014
5,7,3.8362998280572014
6,7,3.8362998280572014
7,7,3.8362998280572014
8,7,3.8362998280572014
9,7,3.8362998280572014
10,7,3.8362998280572014
11,11,4.09679530541856
12,43,4.647403115509487
