month,number,mean_distance
1,7,4.051307978130351
2,7,4.051307978130351
3,7,4.051307978130351
4,48,4.578311674422459
5,48,4.578311674422459
6,48,4.578311674422459
7,212,4.7848803381210026
8,227,4.802508325461697
9,227,4.802508325461697
10,283,4.8096747563731705
11,302,4.813859598499597
12,543,5.004977075279545
