month,number,mean_distance
1,8,9.970125407627009
2,8,9.970125407627009
3,21,9.895418552466074
4,49,8.76535222449861
5,49,8.76535222449861
6,68,9.223800490080704
7,302,11.137077411288152
8,302,11.137077411288152
9,317,10.978364620321198
10,1282,11.506922415887255
11,1802,11.787840076181102
12,1808,11.788726876701464
