1,1,1,Status.InterDis,0,0
2,2,1,Status.InterDis,1.9029956970162976,4.060785008712216
3,3,1,Status.InterDis,2.1910497050865088,3.1288427865454698
4,4,1,Status.InterDis,3.288839256932233,2.5259888753879163
5,5,1,Status.InterDis,3.2001220609156618,1.1556159198476061
6,6,1,Status.InterDis,4.19956028069201,0.8988740968774012
7,7,1,Status.InterDis,1.2444255546238405,4.300536614346005
8,8,1,Status.InterDis,2.016240495537125,3.677326243488954
9,9,1,Status.InterDis,3.7206594064132235,2.6707902323047907
10,10,1,Status.InterDis,4.805296811021525,0.6376932489019503
11,11,1,Status.InterDis,1.584165600124849,3.9236953818726312
12,12,1,Status.InterDis,2.46142463040112,2.395679258224519
13,13,1,Status.InterDis,3.499435251214042,0.03141386130668304
14,14,1,Status.InterDis,3.7258446852576053,3.253495350290098
15,15,1,Status.InterDis,1.0621252949637403,3.7504618992616288
16,16,1,Status.InterDis,1.987022422274527,2.9798588806824036
17,17,1,Status.InterDis,1.7686535618974626,4.876984353719505
18,18,1,Status.InterDis,2.725856607157859,2.8027905953714978
19,19,1,Status.InterDis,0.8414651451896548,3.329877090433903
20,20,1,Status.InterDis,2.034030663332461,1.743565111446622
21,21,1,Status.InterDis,1.4563958008740678,3.432425184002959
22,22,1,Status.InterDis,0.6897201062686953,3.5016662303046444
23,23,1,Status.InterDis,3.6670682960890866,0.021297312491774887
24,24,1,Status.InterDis,3.0567164239551494,1.528989238099956
25,25,1,Status.InterDis,1.203543228458308,3.188755926283481
26,26,1,Status.InterDis,3.345275534332567,2.919891644846606
27,27,1,Status.InterDis,4.167454239544453,2.2432776904300837
28,28,1,Status.InterDis,4.698610005092861,2.136964117792907
29,29,1,Status.InterDis,2.3679223345575076,5.325059262160557
30,30,1,Status.InterDis,3.60394016183675,2.1210309400404697
31,31,1,Status.InterDis,2.799710324931788,2.192032320484789
32,32,1,Status.InterDis,0.24567612942353434,4.2022259033857825
33,33,1,Status.InterDis,3.6951222363560787,2.940776865225013
34,34,1,Status.InterDis,3.829501028357268,2.2188235929371003
35,35,1,Status.InterDis,2.288700213930487,2.261544628521759
36,36,1,Status.InterDis,2.2600421976114013,3.350492773785112
37,37,1,Status.InterDis,0.7717261734131394,2.86068662014719
38,38,1,Status.InterDis,4.503906489562542,2.7713085652075597
39,39,1,Status.InterDis,0.9034401415745741,2.53827357830165
40,40,1,Status.InterDis,3.492369844186882,0.7461035576074416
41,41,1,Status.InterDis,0.7171282778323825,3.0368997242397633
42,42,1,Status.InterDis,2.8122023080014857,1.859479343572135
43,43,1,Status.InterDis,1.0124794941645117,4.973659091473448
44,44,1,Status.InterDis,2.5544956675751207,4.281468712218617
45,45,1,Status.InterDis,3.0261428813939384,3.6996055758571855
46,46,1,Status.InterDis,3.572723813738292,1.9275098715198729
47,47,1,Status.InterDis,0.27377306426518544,2.83288690641572
48,48,1,Status.InterDis,4.089094976899547,1.3430795733347132
49,49,1,Status.InterDis,2.791138058262697,2.524336957113182
50,50,1,Status.InterDis,4.361475448308636,1.3863309149456153
51,51,1,Status.InterDis,3.262572326757392,0.6942600762027962
52,52,1,Status.InterDis,1.942190242670186,3.3530167755451843
53,53,1,Status.InterDis,0.2701349550057126,3.5938235809801995
54,54,1,Status.InterDis,2.798173475483758,1.2524840800259274
55,55,1,Status.InterDis,1.183505739899243,5.048638730539488
56,56,1,Status.InterDis,1.4522097278908008,4.434124282229591
57,57,1,Status.InterDis,3.1773008059198866,0.29128077880394837
