month,number,mean_distance
1,10,4.6997539067723935
2,10,4.6997539067723935
3,10,4.6997539067723935
4,17,4.579736804752079
5,17,4.579736804752079
6,17,4.579736804752079
7,84,4.8786277378622
8,84,4.8786277378622
9,84,4.8786277378622
10,328,5.06966233357563
11,417,5.16724776213724
12,417,5.16724776213724
