month,number,mean_distance
1,9,4.0090928803220685
2,9,4.0090928803220685
3,9,4.0090928803220685
4,12,4.181590244735631
5,12,4.181590244735631
6,41,4.703235998387116
7,84,4.8272454236122915
8,84,4.8272454236122915
9,98,4.809030565292425
10,325,4.993051784608861
11,329,4.986003573723019
12,329,4.986003573723019
