1,10,0,10,10,1,4205,11.68439713
1,10,0,15,0,0,1221,8.583511223
1,10,0,15,0,0.5,1229,9.81934744
1,10,0,15,0,1,1192,8.561476632
1,10,0,15,5,0,3545,10.14946862
1,10,0,15,5,0.5,3895,11.24390017
1,10,0,15,5,1,3569,10.20136782
1,10,0,15,10,0,5794,13.47068775
1,10,0,15,10,0.5,5922,14.55179209
1,10,0,15,10,1,6031,13.58692007
1,10,5,0,5,0,676,4.589539077
1,10,5,0,5,0.5,717,4.753042426
1,10,5,0,5,1,666,4.548235848
1,10,5,0,10,0,2074,8.523975922
1,10,5,0,10,0.5,1993,8.322420922
1,10,5,0,10,1,1985,8.226498857
1,10,5,5,0,0,328,3.732704897
1,10,5,5,0,0.5,300,3.914723692
1,10,5,5,0,1,317,3.727546487
1,10,5,5,5,0,1104,5.853582796
1,10,5,5,5,0.5,1153,6.026674084
1,10,5,5,5,1,1140,5.908263964
1,10,5,5,10,0,2738,9.762714822
1,10,5,5,10,0.5,2615,9.615454002
1,10,5,5,10,1,2707,9.871538028
1,10,5,10,0,0,709,5.63418926
1,10,5,10,0,0.5,690,6.130461651
1,10,5,10,0,1,738,5.682430021
1,10,5,10,5,0,1982,7.770300987
1,10,5,10,5,0.5,2090,7.877937296
1,10,5,10,5,1,2059,7.888685542
1,10,5,10,10,0,3731,11.26484244
1,10,5,10,10,0.5,3420,10.99568444
1,10,5,10,10,1,3999,11.62496805
1,10,5,15,0,0,1507,8.355946752
1,10,5,15,0,0.5,1216,8.792659301
1,10,5,15,0,1,1564,8.420560303
1,10,5,15,5,0,3393,10.15293943
1,10,5,15,5,0.5,3145,10.04810516
1,10,5,15,5,1,3231,9.951572904
1,10,5,15,10,0,4978,13.12639719
1,10,5,15,10,0.5,4708,12.85876494
1,10,5,15,10,1,5569,13.57510052
1,10,10,0,5,0,359,3.800639325
1,10,10,0,5,0.5,498,4.296119089
1,10,10,0,5,1,366,3.795390806
1,10,10,0,10,0,707,5.857623816
1,10,10,0,10,0.5,1072,7.115440232
1,10,10,0,10,1,823,6.260573445
1,10,10,5,0,0,206,3.315612224
1,10,10,5,0,0.5,213,3.525261276
1,10,10,5,0,1,218,3.388749779
1,10,10,5,5,0,551,4.639956649
1,10,10,5,5,0.5,766,5.388435504
1,10,10,5,5,1,542,4.652785462
1,10,10,5,10,0,909,6.957573176
1,10,10,5,10,0.5,1444,8.363843175
1,10,10,5,10,1,785,6.653829407
1,10,10,10,0,0,420,5.266544978
1,10,10,10,0,0.5,576,6.147087966
1,10,10,10,0,1,446,5.295332403
1,10,10,10,5,0,794,5.98773411
1,10,10,10,5,0.5,1205,7.075711729
1,10,10,10,5,1,847,5.973883435
1,10,10,10,10,0,1117,7.857938508
1,10,10,10,10,0.5,1536,9.398260876
1,10,10,10,10,1,1097,7.898620861
1,10,10,15,0,0,701,7.688823691
1,10,10,15,0,0.5,918,8.998472058
1,10,10,15,0,1,680,7.638443864
1,10,10,15,5,0,950,7.663175195
1,10,10,15,5,0.5,1657,9.206368992
1,10,10,15,5,1,1103,7.883939967
1,10,10,15,10,0,1365,9.32191595
1,10,10,15,10,0.5,1674,10.77756715
1,10,10,15,10,1,1326,9.316568144
1,20,0,0,5,0,817,5.110649651
1,20,0,0,5,0.5,982,5.566768902
1,20,0,0,5,1,874,5.268034411
1,20,0,0,10,0,2400,9.275005489
1,20,0,0,10,0.5,3023,10.55064315
1,20,0,0,10,1,2494,9.452019455
1,20,0,5,0,0,267,4.146110791
1,20,0,5,0,0.5,276,4.277723993
1,20,0,5,0,1,269,4.059152159
1,20,0,5,5,0,1488,6.851491092
1,20,0,5,5,0.5,1808,7.566930932
1,20,0,5,5,1,1498,6.843531011
1,20,0,5,10,0,3158,10.75474701
1,20,0,5,10,0.5,4062,12.19547454
1,20,0,5,10,1,3055,10.67407732
1,20,0,10,0,0,627,6.58055229
1,20,0,10,0,0.5,704,7.445612645
1,20,0,10,0,1,614,6.604168464
1,20,0,10,5,0,2493,8.762965988
1,20,0,10,5,0.5,3300,10.04893514
1,20,0,10,5,1,2491,8.838078841
1,20,0,10,10,0,4024,12.26229175
1,20,0,10,10,0.5,5366,13.94055101
1,20,0,10,10,1,4137,12.39496765
1,20,0,15,0,0,1245,9.85907871
1,20,0,15,0,0.5,1448,11.15228179
1,20,0,15,0,1,1259,9.866995459
1,20,0,15,5,0,3793,11.17836277
1,20,0,15,5,0.5,4982,12.67169565
1,20,0,15,5,1,3841,11.20645761
1,20,0,15,10,0,6061,14.51954445
1,20,0,15,10,0.5,7138,16.14109585
1,20,0,15,10,1,5998,14.56048345
1,20,5,0,5,0,863,5.255374813
1,20,5,0,5,0.5,999,5.649633246
1,20,5,0,5,1,864,5.267852956
1,20,5,0,10,0,2194,9.071681788
1,20,5,0,10,0.5,3060,10.47196542
1,20,5,0,10,1,2139,8.960587218
1,20,5,5,0,0,277,4.087561313
1,20,5,5,0,0.5,254,4.33623396
1,20,5,5,0,1,247,4.127714428
1,20,5,5,5,0,1459,6.702011116
1,20,5,5,5,0.5,1841,7.632768666
1,20,5,5,5,1,1479,6.778501266
1,20,5,5,10,0,3483,11.09722625
1,20,5,5,10,0.5,3506,11.65861874
1,20,5,5,10,1,3022,10.61336237
1,20,5,10,0,0,623,6.580484143
1,20,5,10,0,0.5,699,7.433102153
1,20,5,10,0,1,634,6.680322784
1,20,5,10,5,0,2635,8.947623643
1,20,5,10,5,0.5,3087,9.925621686
1,20,5,10,5,1,2401,8.683367133
1,20,5,10,10,0,4356,12.5216562
1,20,5,10,10,0.5,5616,14.23483036
1,20,5,10,10,1,4398,12.61106932
1,20,5,15,0,0,1321,9.844763115
1,20,5,15,0,0.5,1452,11.15322811
1,20,5,15,0,1,1289,9.82482925
1,20,5,15,5,0,3907,11.28385004
1,20,5,15,5,0.5,4887,12.61581366
1,20,5,15,5,1,3830,11.18519664
1,20,5,15,10,0,5908,14.44043843
1,20,5,15,10,0.5,6451,15.82509608
1,20,5,15,10,1,5280,14.1322455
1,20,10,0,5,0,725,4.796167333
1,20,10,0,5,0.5,890,5.397867249
1,20,10,0,5,1,690,4.739612675
1,20,10,0,10,0,2004,8.854132259
1,20,10,0,10,0.5,2700,10.18001647
1,20,10,0,10,1,2113,8.804571109
1,20,10,5,0,0,290,3.862016855
1,20,10,5,0,0.5,335,4.146918979
1,20,10,5,0,1,297,3.851542773
1,20,10,5,5,0,1334,6.553795902
1,20,10,5,5,0.5,1619,7.265935036
1,20,10,5,5,1,1270,6.31585001
1,20,10,5,10,0,2879,10.27035153
1,20,10,5,10,0.5,3620,11.70998998
1,20,10,5,10,1,2973,10.33334615
1,20,10,10,0,0,696,6.073173217
1,20,10,10,0,0.5,803,6.87669057
1,20,10,10,0,1,714,6.122780999
1,20,10,10,5,0,2236,8.451015911
1,20,10,10,5,0.5,2771,9.425565356
1,20,10,10,5,1,2281,8.487719755
1,20,10,10,10,0,3871,11.78543964
1,20,10,10,10,0.5,4582,13.14340235
1,20,10,10,10,1,3711,11.65781252
1,20,10,15,0,0,1503,9.150774744
1,20,10,15,0,0.5,1808,10.32579976
1,20,10,15,0,1,1495,9.054264809
1,20,10,15,5,0,3559,10.80007242
1,20,10,15,5,0.5,4326,12.10560298
1,20,10,15,5,1,3446,10.57844889
1,20,10,15,10,0,4689,13.29316757
1,20,10,15,10,0.5,6215,15.31356264
1,20,10,15,10,1,4346,13.3025914
1,30,0,0,5,0,10,2.060425942
1,30,0,0,5,0.5,33,2.611341387
1,30,0,0,5,1,11,1.507550245
1,30,0,0,10,0,88,4.596452455
1,30,0,0,10,0.5,94,4.77986205
1,30,0,0,10,1,140,4.694246431
1,30,0,5,0,0,40,2.797753099
1,30,0,5,0,0.5,48,3.095294279
1,30,0,5,0,1,66,2.917909112
1,30,0,5,5,0,69,3.661553171
1,30,0,5,5,0.5,24,2.977450037
1,30,0,5,5,1,13,3.155419791
1,30,0,5,10,0,94,5.217467316
1,30,0,5,10,0.5,133,5.82464364
1,30,0,5,10,1,11,5.261052729
1,30,0,10,0,0,62,4.88803501
1,30,0,10,0,0.5,10,4.869914019
1,30,0,10,0,1,59,4.719999335
1,30,0,10,5,0,198,4.899141242
1,30,0,10,5,0.5,182,5.939461383
1,30,0,10,5,1,169,5.321625098
1,30,0,10,10,0,12,5.6275496
1,30,0,10,10,0.5,120,7.570463593
1,30,0,10,10,1,12,5.769660739
1,30,0,15,0,0,43,6.93529779
1,30,0,15,0,0.5,12,7.604041574
1,30,0,15,0,1,239,7.205725774
1,30,0,15,5,0,176,6.954727824
1,30,0,15,5,0.5,99,8.643718914
1,30,0,15,5,1,150,6.974381803
1,30,0,15,10,0,254,7.935031439
1,30,0,15,10,0.5,220,8.787243378
1,30,0,15,10,1,331,7.892931775
1,30,5,0,5,0,225,3.643447798
1,30,5,0,5,0.5,472,4.501544264
1,30,5,0,5,1,159,3.612834767
1,30,5,0,10,0,383,6.04877915
1,30,5,0,10,0.5,532,6.927358261
1,30,5,0,10,1,529,6.264463114
1,30,5,5,0,0,139,3.299957719
1,30,5,5,0,0.5,161,3.660371627
1,30,5,5,0,1,148,3.374275102
1,30,5,5,5,0,703,5.477655464
1,30,5,5,5,0.5,294,5.390821259
1,30,5,5,5,1,673,5.283708773
1,30,5,5,10,0,1230,8.096938353
1,30,5,5,10,0.5,603,7.915892423
1,30,5,5,10,1,661,7.112315626
1,30,5,10,0,0,268,5.998868779
1,30,5,10,0,0.5,186,6.818979813
1,30,5,10,0,1,508,6.011279881
1,30,5,10,5,0,749,6.70565986
1,30,5,10,5,0.5,522,7.343415463
1,30,5,10,5,1,750,6.581361971
1,30,5,10,10,0,793,8.527368899
1,30,5,10,10,0.5,1132,10.30504304
1,30,5,10,10,1,872,8.487737664
1,30,5,15,0,0,374,8.970347097
1,30,5,15,0,0.5,798,10.22723656
1,30,5,15,0,1,354,8.913496261
1,30,5,15,5,0,503,9.069274101
1,30,5,15,5,0.5,1105,10.49905087
1,30,5,15,5,1,517,8.910050937
1,30,5,15,10,0,1459,10.55924117
1,30,5,15,10,0.5,1377,12.27190288
1,30,5,15,10,1,1563,10.73021221
1,30,10,0,5,0,618,4.685303921
1,30,10,0,5,0.5,757,5.253319995
1,30,10,0,5,1,566,4.623912288
1,30,10,0,10,0,1365,7.706081253
1,30,10,0,10,0.5,1804,9.120612041
1,30,10,0,10,1,1552,8.106143605
1,30,10,5,0,0,260,3.788150727
1,30,10,5,0,0.5,248,4.112344811
1,30,10,5,0,1,241,3.74709105
1,30,10,5,5,0,704,5.504361869
1,30,10,5,5,0.5,1350,7.00452348
1,30,10,5,5,1,994,5.970775136
1,30,10,5,10,0,1344,8.362774745
1,30,10,5,10,0.5,2308,10.51757763
1,30,10,5,10,1,1212,8.409582339
1,30,10,10,0,0,678,6.18506571
1,30,10,10,0,0.5,600,7.2594482
1,30,10,10,0,1,580,6.169722233
1,30,10,10,5,0,1784,8.08147509
1,30,10,10,5,0.5,1965,8.910254907
1,30,10,10,5,1,1470,7.686862909
1,30,10,10,10,0,2983,11.15148813
1,30,10,10,10,0.5,2770,11.96986485
1,30,10,10,10,1,2641,10.88851956
1,30,10,15,0,0,1162,9.058361719
1,30,10,15,0,0.5,937,10.86221439
1,30,10,15,0,1,1249,9.044184462
1,30,10,15,5,0,2467,10.11977125
1,30,10,15,5,0.5,2533,11.55742765
1,30,10,15,5,1,2333,10.10523473
1,30,10,15,10,0,3649,12.79126681
1,30,10,15,10,0.5,4109,14.34593865
1,30,10,15,10,1,2981,12.30756106
