month,number,mean_distance
1,6,3.5448123886390435
2,6,3.5448123886390435
3,6,3.5448123886390435
4,39,4.662201803032336
5,39,4.662201803032336
6,39,4.662201803032336
7,197,4.782542958493735
8,211,4.793255605917519
9,211,4.793255605917519
10,457,4.917706445647287
11,586,5.036644662520581
12,586,5.036644662520581
