month,number,mean_distance
1,1,0.0
2,1,0.0
3,1,0.0
4,1,0.0
5,1,0.0
6,7,3.289489276656728
7,7,3.289489276656728
8,7,3.289489276656728
9,44,4.607065172040824
10,44,4.607065172040824
11,72,4.224785026270003
12,72,4.224785026270003
