month,number,mean_distance
1,6,3.001727855167298
2,6,3.001727855167298
3,6,3.001727855167298
4,42,3.6839410113478563
5,42,3.6839410113478563
6,52,3.759871403332218
7,198,3.8470658417359926
8,198,3.8470658417359926
9,228,3.950413081395605
10,527,4.393536239289516
11,527,4.393536239289516
12,561,4.466994207368807
