id,status,x,y
1,Status.InterDis,0,0
2,Status.Dis,1.2726287719476577,3.6444754172030143
3,Status.Dev,2.6280895215775915,-1.9766321896297896
4,Status.Dis,1.7222310508487275,-4.400129730932156
5,Status.Dev,3.841190068720523,2.3980602145494685
6,Status.Dis,3.494039290992761,-0.6343535721617042
7,Status.Dev,2.132858609621731,-2.6165917057988217
8,Status.Dev,8.536661099593193,7.734018930522068
9,Status.Dev,4.005558876078188,-0.31082522403443397
10,Status.Dev,3.757982215748912,-1.3788158702364839
11,Status.Dev,2.009891363334155,-2.1412680513701217
12,Status.Dev,3.4698314769571303,0.3917943972243347
13,Status.Dev,3.6198652314079665,-0.8376295396685755
14,Status.Dev,3.2190603322729086,1.7729709021367053
15,Status.Seed,3.440341985502595,-1.2144820193800048
16,Status.Seed,2.312997695622958,-0.4065288208982662
17,Status.Dev,2.580011408698016,1.9596887571597752
18,Status.Seed,4.851790865429898,-9.51381678142664
19,Status.Seed,3.4903633522785795,1.0853945924013513
