month,number,mean_distance
1,7,4.781466481306411
2,7,4.781466481306411
3,7,4.781466481306411
4,16,4.794306847362806
5,16,4.794306847362806
6,39,4.8491969110736886
7,90,4.882036291989444
8,90,4.882036291989444
9,163,5.00711632687955
10,408,5.048250563059802
11,445,5.0146969231153555
12,505,5.067777461697101
