month,number,mean_distance
1,8,3.845914287101193
2,8,3.845914287101193
3,10,4.1037406721945775
4,47,4.147715454020193
5,47,4.147715454020193
6,50,4.149190904568377
7,206,3.948008943785549
8,206,3.948008943785549
9,239,3.9796485012870644
10,506,4.185986087858251
11,506,4.185986087858251
12,532,4.227927505284733
