month,number,mean_distance
1,6,3.6817232959507327
2,6,3.6817232959507327
3,6,3.6817232959507327
4,41,4.407003212967449
5,41,4.407003212967449
6,41,4.407003212967449
7,68,4.304760884475062
8,217,4.713908948877751
9,231,4.734815411487806
10,304,4.802716392870136
11,378,4.916845339708723
12,600,5.1018731556899715
