month,number,mean_distance
1,7,3.906558418799021
2,7,3.906558418799021
3,7,3.906558418799021
4,39,4.593557608675253
5,39,4.593557608675253
6,39,4.593557608675253
7,88,4.493429697454473
8,88,4.493429697454473
9,88,4.493429697454473
10,322,4.811195589628412
11,383,4.9348825800439915
12,383,4.9348825800439915
