month,number,mean_distance
1,8,5.3328200848850065
2,8,5.3328200848850065
3,12,5.10329016505806
4,44,4.8071343114443925
5,44,4.8071343114443925
6,44,4.8071343114443925
7,44,4.8071343114443925
8,44,4.8071343114443925
9,76,5.521611285428091
10,263,6.131457781060184
11,263,6.131457781060184
12,266,6.13303967847638
