month,number,mean_distance
1,7,3.419471115206114
2,7,3.419471115206114
3,14,3.6883200263013363
4,42,3.6785475252109503
5,42,3.6785475252109503
6,59,3.851483533804865
7,204,4.127314109622572
8,204,4.127314109622572
9,240,4.142305700481281
10,535,4.472627230982346
11,535,4.472627230982346
12,566,4.547168358974524
