month,number,mean_distance
1,1,0.0
2,7,4.349112779475426
3,7,4.349112779475426
4,7,4.349112779475426
5,44,6.180153673279627
6,44,6.180153673279627
7,44,6.180153673279627
8,259,6.314474424735692
9,269,6.3133087365650695
10,269,6.3133087365650695
11,811,5.5374127673851685
12,834,5.531111665248778
