month,number,mean_distance
1,7,4.5369528034124516
2,7,4.5369528034124516
3,7,4.5369528034124516
4,44,4.624458015811556
5,44,4.624458015811556
6,44,4.624458015811556
7,182,4.866089315516093
8,251,4.955913162677519
9,251,4.955913162677519
10,467,5.0509071844290165
11,879,5.229820019657882
12,879,5.229820019657882
