month,number,mean_distance
1,3,3.890205213957241
2,3,3.890205213957241
3,8,4.4767009272744165
4,8,4.4767009272744165
5,10,4.792399329161677
6,57,6.385162040994009
7,57,6.385162040994009
8,57,6.385162040994009
9,340,6.403014808586475
10,347,6.415000360145573
11,347,6.415000360145573
12,950,5.613857908572168
