month,number,mean_distance
1,8,3.3455596806190835
2,8,3.3455596806190835
3,11,3.4149442767396483
4,38,4.102889829617252
5,38,4.102889829617252
6,61,3.9978171215373477
7,185,3.8984903219404443
8,185,3.8984903219404443
9,280,4.113002755653754
10,507,4.375832605252489
11,507,4.375832605252489
12,585,4.475368672365503
