month,number,mean_distance
1,6,3.3944661625971904
2,6,3.3944661625971904
3,6,3.3944661625971904
4,38,4.545400380828542
5,38,4.545400380828542
6,39,4.557686541116631
7,204,4.287119182051079
8,204,4.287119182051079
9,204,4.287119182051079
10,548,4.506027050786485
11,555,4.505110237372023
12,563,4.49479622931798
