month,number,mean_distance
1,8,4.86496460291967
2,8,4.86496460291967
3,8,4.86496460291967
4,8,4.86496460291967
5,8,4.86496460291967
6,17,5.553047213543925
7,47,5.905481143752678
8,47,5.905481143752678
9,50,5.8721377659066025
10,284,6.264400834536971
11,284,6.264400834536971
12,288,6.247983609567162
