run_times,number,distance
1,704,5.077350315798582
2,986,5.188833189182175
3,916,5.210909061107152
4,702,5.102521457711209
5,928,5.177405158118476
6,795,5.213100710174036
7,813,5.12507016522259
8,798,5.119791656128764
9,956,5.285443419911155
10,984,5.212725869264696
11,856,5.1571181679925635
12,563,5.042310837989786
13,1117,5.329265289296885
14,916,5.183657987382661
15,870,5.170723794985057
16,789,5.1972197185862905
17,796,5.185370222738418
18,760,5.119125329502109
19,946,5.1736619765092575
20,1157,5.362329516301326
21,1053,5.226798064598312
22,1021,5.225401781074144
23,977,5.2410378117515455
24,1003,5.222475226907823
25,1009,5.339299303187474
26,841,5.2392884157211554
27,968,5.215574515449729
28,1059,5.333478766511411
29,890,5.2055636183707055
30,1077,5.295868444545623
31,958,5.2563377299294265
32,1037,5.271636846009282
33,759,5.1212051030189345
34,706,5.221103256716442
35,905,5.218664971219769
36,942,5.1449280934936095
37,690,5.173540490303943
38,996,5.208899802143074
39,811,5.213409182739997
40,955,5.226838896328384
41,791,5.153186928320538
42,774,5.18946943206736
43,874,5.207243747525325
44,907,5.259381016064223
45,1091,5.3377416650539145
46,1139,5.334764653790106
47,978,5.203160657557588
48,933,5.175753483160328
49,930,5.232497076328863
50,664,5.093396668049987
51,907,5.27263413876736
52,943,5.293803300928026
53,858,5.2655272585407
54,640,5.0508801550825435
55,891,5.181412818870578
56,1056,5.247839642930583
57,1122,5.318236461843526
58,698,5.155339885577322
59,795,5.267119217158184
60,907,5.235983999700913
61,859,5.195205398819267
62,985,5.2102634358016635
63,967,5.233847676631156
64,1138,5.304011822967672
65,1004,5.203846817309252
66,850,5.210447878273767
67,905,5.220597834424307
68,858,5.2474917894247595
69,757,5.168215214992661
70,1031,5.21180619061647
71,647,5.174019772923368
72,993,5.277538960516783
73,664,5.180092339070683
74,780,5.253618271741612
75,924,5.190076308019445
76,970,5.288142243054816
77,843,5.2379451191078195
78,905,5.206941948482053
79,982,5.230438706807064
80,974,5.2080366201284365
81,851,5.204818751979511
82,1133,5.266409679469359
83,864,5.259140445837046
84,1042,5.2165813975659265
85,881,5.204282152140408
86,969,5.288115428021731
87,1076,5.315106313524465
88,932,5.26252825703653
89,763,5.177345189757495
90,965,5.310006736053729
91,804,5.161112062353859
92,939,5.242894040800987
93,827,5.134030538172133
94,1021,5.201457770848204
95,767,5.230540093735089
96,1063,5.264983575105184
97,1049,5.256338066326786
98,805,5.18510029739627
99,922,5.240259855665625
100,980,5.333414073406911
101,799,5.206637600703463
102,1014,5.294217390725693
103,678,5.0999663313858585
104,1084,5.263139161755015
105,828,5.1476644442177575
106,941,5.209828096320368
107,960,5.269776547346636
108,996,5.251099460045405
109,900,5.216042511692057
110,933,5.217509355920087
111,993,5.255150334187993
112,881,5.354560080535953
113,672,5.148812950141488
114,1002,5.275872349228575
115,939,5.150465790131315
116,757,5.148571461532975
117,891,5.17120950414794
118,283,5.012601547367198
119,1023,5.2684751164146295
120,1013,5.291461032157938
121,934,5.196001722711661
122,1042,5.306627899744314
123,1039,5.210280322228716
124,1029,5.291252452293072
125,855,5.21651906756001
126,904,5.2306137495730285
127,980,5.269159759178207
128,794,5.146302498603578
129,700,5.172584522793639
130,945,5.333290080749293
131,895,5.226798971721911
132,819,5.227918357513696
133,586,5.015329084911575
134,873,5.265660354370944
135,806,5.167068451456511
136,1086,5.352652784081716
