month,number,mean_distance
1,7,3.0895777853645465
2,7,3.0895777853645465
3,10,3.3651855482216497
4,46,4.010100545455069
5,46,4.010100545455069
6,53,4.100098388681087
7,216,4.183969877096017
8,216,4.183969877096017
9,226,4.19445017386129
10,546,4.502337283773198
11,549,4.502616120087659
12,581,4.483247997290966
