month,number,mean_distance
1,7,3.821454625191333
2,7,3.821454625191333
3,10,3.6943282554930486
4,41,3.567125087251945
5,41,3.567125087251945
6,65,3.6395109835462165
7,202,4.216255057607312
8,202,4.216255057607312
9,271,4.284051799447496
10,540,4.4989370391908166
11,540,4.4989370391908166
12,596,4.545107268637915
