month,number,mean_distance
1,9,5.361658932497182
2,9,5.361658932497182
3,9,5.361658932497182
4,63,6.2013617635637885
5,63,6.2013617635637885
6,64,6.193452713267582
7,75,6.067710668042008
8,81,5.964464186344476
9,105,5.7534301826487235
10,105,5.7534301826487235
11,154,6.019473728853145
12,548,6.390149470627771
