month,number,mean_distance
1,6,3.1848609856968673
2,6,3.1848609856968673
3,10,3.3791315975680325
4,43,3.7720849748557472
5,43,3.7720849748557472
6,54,3.9184702401227263
7,202,4.196014200113561
8,202,4.196014200113561
9,214,4.298639052834658
10,512,4.247071793867592
11,512,4.247071793867592
12,547,4.273907805234941
