month,number,mean_distance
1,5,3.252785728500146
2,5,3.252785728500146
3,5,3.252785728500146
4,30,4.803136823689652
5,30,4.803136823689652
6,70,4.269071042487719
7,70,4.269071042487719
8,70,4.269071042487719
9,70,4.269071042487719
10,70,4.269071042487719
11,70,4.269071042487719
12,70,4.269071042487719
