day,number,mean_distance
173,53,3.790200998438902
174,55,3.7500475453215145
175,59,3.7243032080264284
176,62,3.7344898527373713
177,70,3.752062443862622
178,72,3.738464150472763
179,75,3.797584940015604
180,81,3.8399978338337926
181,88,3.8881634220273456
182,91,3.8790237512996404
183,97,3.9183528183920013
184,108,3.911401872940888
185,117,3.9806363188267397
186,122,4.0154157373516846
187,132,3.997072292555466
188,140,4.008960621032212
189,154,4.105219632963174
190,168,4.103770661697375
191,174,4.11401599968032
192,188,4.152108922167525
193,192,4.169358579485644
194,201,4.204593353091914
195,207,4.197201007588192
196,210,4.1938312247809115
197,214,4.2026738841776385
198,217,4.2170758471008885
199,218,4.216476667935967
200,221,4.219599881034205
201,222,4.21915254668264
202,222,4.21915254668264
203,222,4.21915254668264
204,222,4.21915254668264
205,222,4.21915254668264
206,222,4.21915254668264
207,222,4.21915254668264
208,222,4.21915254668264
209,222,4.21915254668264
210,222,4.21915254668264
211,222,4.21915254668264
212,222,4.21915254668264
213,222,4.21915254668264
214,222,4.21915254668264
215,222,4.21915254668264
216,222,4.21915254668264
217,222,4.21915254668264
218,222,4.21915254668264
219,222,4.21915254668264
220,222,4.21915254668264
221,222,4.21915254668264
222,222,4.21915254668264
223,222,4.21915254668264
224,222,4.21915254668264
225,222,4.21915254668264
226,222,4.21915254668264
227,222,4.21915254668264
228,222,4.21915254668264
229,222,4.21915254668264
230,222,4.21915254668264
231,222,4.21915254668264
232,222,4.21915254668264
233,222,4.21915254668264
234,222,4.21915254668264
235,222,4.21915254668264
236,222,4.21915254668264
237,222,4.21915254668264
238,222,4.21915254668264
239,222,4.21915254668264
240,222,4.21915254668264
241,222,4.21915254668264
242,222,4.21915254668264
243,222,4.21915254668264
244,222,4.21915254668264
245,222,4.21915254668264
246,222,4.21915254668264
247,222,4.21915254668264
248,222,4.21915254668264
249,222,4.21915254668264
250,222,4.21915254668264
251,222,4.21915254668264
252,222,4.21915254668264
253,222,4.21915254668264
254,222,4.21915254668264
255,222,4.21915254668264
256,222,4.21915254668264
257,222,4.21915254668264
258,222,4.21915254668264
259,222,4.21915254668264
260,223,4.219253993585166
261,223,4.219253993585166
262,227,4.2219935717106996
263,228,4.22258942626995
264,233,4.222025650902629
265,236,4.260312473728622
266,245,4.272867214599975
267,251,4.264047711129122
268,259,4.26478778342133
269,267,4.282509502968805
270,281,4.3013010013800335
271,293,4.276131705179264
272,307,4.258365645749671
273,315,4.26180977578193
274,328,4.278746946798507
275,345,4.29108981084261
276,361,4.356116676898155
277,381,4.357170429965877
278,392,4.354344624523224
279,408,4.374763036593656
280,425,4.3591945369054175
281,437,4.378071969563594
282,452,4.428371192880928
283,471,4.428836600990811
284,486,4.430766023561509
285,501,4.453857763901198
286,514,4.461371611936245
287,525,4.484411669414293
288,532,4.4943413973315245
289,541,4.518323875983268
290,543,4.530303818963109
291,548,4.539103905791839
292,551,4.541100007845607
293,557,4.539058095270466
294,562,4.538114850989354
295,563,4.5382951552795525
296,563,4.5382951552795525
297,563,4.5382951552795525
298,563,4.5382951552795525
299,563,4.5382951552795525
300,563,4.5382951552795525
301,563,4.5382951552795525
302,563,4.5382951552795525
303,563,4.5382951552795525
304,563,4.5382951552795525
305,563,4.5382951552795525
306,563,4.5382951552795525
307,563,4.5382951552795525
308,563,4.5382951552795525
309,563,4.5382951552795525
310,563,4.5382951552795525
311,563,4.5382951552795525
312,563,4.5382951552795525
313,563,4.5382951552795525
314,563,4.5382951552795525
315,563,4.5382951552795525
316,563,4.5382951552795525
317,563,4.5382951552795525
318,563,4.5382951552795525
319,563,4.5382951552795525
320,563,4.5382951552795525
321,563,4.5382951552795525
322,563,4.5382951552795525
323,563,4.5382951552795525
324,563,4.5382951552795525
325,563,4.5382951552795525
326,563,4.5382951552795525
327,563,4.5382951552795525
328,563,4.5382951552795525
329,563,4.5382951552795525
330,563,4.5382951552795525
331,563,4.5382951552795525
332,563,4.5382951552795525
333,563,4.5382951552795525
334,563,4.5382951552795525
335,563,4.5382951552795525
336,563,4.5382951552795525
337,563,4.5382951552795525
338,563,4.5382951552795525
339,563,4.5382951552795525
340,563,4.5382951552795525
341,563,4.5382951552795525
342,563,4.5382951552795525
343,563,4.5382951552795525
344,563,4.5382951552795525
345,563,4.5382951552795525
346,563,4.5382951552795525
347,563,4.5382951552795525
348,563,4.5382951552795525
349,565,4.537352202633323
350,566,4.5372110056831385
351,566,4.5372110056831385
352,567,4.538487842325334
353,569,4.539208206434472
354,571,4.538190691094436
355,572,4.535883394867612
356,574,4.54042186377747
357,578,4.545191754956815
358,580,4.54674144993829
359,592,4.5574504940102925
360,595,4.5570103756493685
