month,number,mean_distance
1,8,4.133804166441416
2,8,4.133804166441416
3,8,4.133804166441416
4,49,4.957465704536674
5,49,4.957465704536674
6,49,4.957465704536674
7,173,4.925320661303794
8,173,4.925320661303794
9,173,4.925320661303794
10,268,4.841446854666512
11,273,4.8212913742708094
12,706,5.137037987495771
