month,number,mean_distance
1,9,3.9410189048093613
2,9,3.9410189048093613
3,9,3.9410189048093613
4,57,4.696271934411437
5,57,4.696271934411437
6,57,4.696271934411437
7,283,5.0608691405072745
8,311,5.013305887845298
9,311,5.013305887845298
10,428,4.876011977195143
11,453,4.8864891896730605
12,453,4.8864891896730605
