month,number,mean_distance
1,9,3.8793957219582165
2,9,3.8793957219582165
3,9,3.8793957219582165
4,56,4.9283247192884625
5,56,4.9283247192884625
6,56,4.9283247192884625
7,87,4.74975161530348
8,87,4.74975161530348
9,184,4.9303091666115355
10,333,4.934005619852172
11,361,4.928941015901854
12,385,4.9500922801428935
