month,number,mean_distance
1,1,0.0
2,1,0.0
3,1,0.0
4,1,0.0
5,1,0.0
6,1,0.0
7,9,3.2407976725579015
8,9,3.2407976725579015
9,9,3.2407976725579015
10,43,4.7164074122921384
11,43,4.7164074122921384
12,82,4.3218579879389
