month,number,mean_distance
1,7,5.790644173125691
2,7,5.790644173125691
3,14,5.569377978870179
4,26,5.182246868636072
5,32,5.17201341543748
6,51,5.162872734487239
7,51,5.162872734487239
8,65,5.605049782442308
9,306,6.310178751429569
10,306,6.310178751429569
11,312,6.296887143851407
12,1067,6.549604206583622
