month,number,mean_distance
1,8,3.5173388422730962
2,8,3.5173388422730962
3,8,3.5173388422730962
4,49,4.520494350381925
5,49,4.520494350381925
6,49,4.520494350381925
7,263,5.007231593292088
8,285,5.046902032583796
9,285,5.046902032583796
10,349,4.9648534696810405
11,375,4.9424123394638135
12,375,4.9424123394638135
