month,number,mean_distance
1,8,10.241497290598984
2,8,10.241497290598984
3,10,8.768204740869397
4,52,9.294617838593796
5,52,9.294617838593796
6,87,8.73538039242933
7,303,8.541627411801429
8,303,8.541627411801429
9,316,8.64156755843043
10,1640,11.484439799783967
11,1673,11.493531922934178
12,1673,11.493531922934178
