month,number,mean_distance
1,6,2.896097203639498
2,6,2.896097203639498
3,6,2.896097203639498
4,50,4.891629039323504
5,50,4.891629039323504
6,50,4.891629039323504
7,262,4.941876595559894
8,287,4.961372705910234
9,287,4.961372705910234
10,344,4.925866848357973
11,384,4.939333411977287
12,384,4.939333411977287
