month,number,mean_distance
1,6,9.477160590863026
2,6,9.477160590863026
3,6,9.477160590863026
4,37,11.670700831224648
5,43,11.67573398512294
6,45,11.757590675043915
7,252,11.794986895493869
8,269,11.754212869511527
9,310,11.512650997653559
10,1324,9.776501796257755
11,1445,9.776047827302248
12,1589,9.860272794314197
