month,number,mean_distance
1,7,8.09102931764941
2,7,8.09102931764941
3,7,8.09102931764941
4,49,9.711468675988868
5,49,9.711468675988868
6,49,9.711468675988868
7,271,11.442614842795185
8,314,11.30884863696926
9,314,11.30884863696926
10,1454,9.71735485743956
11,1603,9.758069303818344
12,1611,9.764620085275995
