month,number,mean_distance
1,7,3.187138538916195
2,7,3.187138538916195
3,7,3.187138538916195
4,49,4.686730097228734
5,49,4.686730097228734
6,49,4.686730097228734
7,60,4.586475986824002
8,60,4.586475986824002
9,298,4.7967458770225875
10,361,4.834794537747635
11,381,4.86074969070452
12,736,5.056672178685096
