month,number,mean_distance
1,7,6.059357182754231
2,7,6.059357182754231
3,12,7.511356103440654
4,49,7.88248526233101
5,49,7.88248526233101
6,151,8.930136437010265
7,324,9.299590926388516
8,324,9.299590926388516
9,393,9.714347457688106
10,1411,10.97902982307558
11,1616,11.186041677296071
12,1733,11.270088739196586
