month,number,mean_distance
1,1,0.0
2,1,0.0
3,1,0.0
4,9,3.307113086868034
5,9,3.307113086868034
6,9,3.307113086868034
7,49,4.529016853067186
8,49,4.529016853067186
9,75,4.4397587727025245
10,75,4.4397587727025245
11,75,4.4397587727025245
12,75,4.4397587727025245
