month,number,mean_distance
1,10,4.28687414260241
2,10,4.28687414260241
3,19,4.224182065517942
4,50,3.923145621390192
5,50,3.923145621390192
6,89,3.9653650715606927
7,206,4.094490977727176
8,206,4.094490977727176
9,289,4.158953775205429
10,538,4.337765493017479
11,538,4.337765493017479
12,599,4.431387133426306
