month,number,mean_distance
1,8,3.729834315249637
2,8,3.729834315249637
3,8,3.729834315249637
4,46,4.9683821682562535
5,46,4.9683821682562535
6,46,4.9683821682562535
7,205,4.830240513100545
8,230,4.834591587595618
9,230,4.834591587595618
10,445,4.899904393425348
11,596,4.923772070589897
12,596,4.923772070589897
