id,status,x,y
1,Status.InterDis,0,0
2,Status.InterDis,2.701286531308096,4.381402302745249
3,Status.InterDis,0.3105345226810568,4.866143420907245
4,Status.InterDis,0.300103341615569,4.448004717132828
5,Status.InterDis,0.4899837126697803,4.104817415508419
6,Status.InterDis,3.2324532223780835,4.267643966058789
7,Status.InterDis,0.8620744368364843,3.448850654540622
8,Status.InterDis,3.875397336912706,0.5699162894334465
9,Status.InterDis,3.849564980687342,1.830589280857954
10,Status.InterDis,3.068881806349061,3.5027894683337237
11,Status.InterDis,3.1392396136165934,1.5645094410244889
12,Status.InterDis,0.26959413689227135,3.6328467060991367
13,Status.InterDis,4.320239399043314,0.9304068852656865
14,Status.InterDis,2.7682325082636976,3.0089644022758786
15,Status.InterDis,4.1378733757751185,1.0200049821835606
16,Status.InterDis,2.212083412325864,2.943423819783292
17,Status.InterDis,1.7954426269434522,2.401638991521193
18,Status.InterDis,4.133370737458021,0.7993420290634425
19,Status.InterDis,3.4065355889831728,0.8542298154718903
20,Status.InterDis,1.4074132729899476,4.276004454855979
21,Status.InterDis,1.130553131110672,3.840250748296048
22,Status.InterDis,3.316606630192945,1.4129983491453044
23,Status.InterDis,3.886868397480509,0.35861992957875183
24,Status.InterDis,2.6573356674256776,1.4284978342023453
25,Status.InterDis,3.146072238418147,3.2562216938731186
26,Status.InterDis,0.4820370709464227,4.895458211351364
27,Status.InterDis,2.9433948096224136,4.026910535352236
28,Status.InterDis,3.196864504451149,0.30733675415868744
29,Status.InterDis,1.8937461125733108,1.3820325816403407
30,Status.InterDis,2.9744456324027984,0.9748921435179426
31,Status.InterDis,1.1057222110839278,4.962962577775251
32,Status.InterDis,4.390103300370742,2.14846269961649
33,Status.InterDis,3.0227097238540725,2.120559210273811
34,Status.InterDis,3.1554566476132107,2.9497081295778678
35,Status.InterDis,3.5428688939948554,0.5615357582527827
36,Status.InterDis,0.10009136123670463,3.529286808760976
37,Status.InterDis,2.473951979137188,2.5317044849976353
38,Status.InterDis,2.087807209198372,2.654095429966731
39,Status.InterDis,3.317559602826475,2.023213960866467
40,Status.InterDis,1.3774537440223371,4.042190097105831
41,Status.InterDis,2.2568480305049423,3.141407395896643
42,Status.InterDis,2.5621290807216033,1.037744831755674
43,Status.InterDis,4.039955018149815,0.18815731044194975
44,Status.InterDis,0.07199803305987675,4.583571488146476
45,Status.InterDis,3.736123494085826,0.9203184324964636
46,Status.InterDis,3.2927848009451237,2.1994506010102097
47,Status.InterDis,2.050513849584286,1.5194569498862127
48,Status.InterDis,2.4121285508818815,3.2504692255871426
49,Status.InterDis,0.7893345700028861,5.8579991645921305
50,Status.InterDis,4.507436680718894,1.582530923872885
51,Status.InterDis,4.151578614090727,1.2921540127845494
52,Status.InterDis,0.8424646881794156,2.2365304506047905
53,Status.InterDis,3.245639581517391,3.7661197889704634
54,Status.InterDis,4.3101417378800955,0.34211776707837727
55,Status.InterDis,2.780862534037379,2.5983024298546735
56,Status.InterDis,0.7190295848464269,3.181875607474537
57,Status.InterDis,0.7048037006480169,4.130587998842899
58,Status.InterDis,1.453886982833899,3.236780986923278
59,Status.InterDis,1.458138484363905,4.803394283303343
60,Status.InterDis,2.6203787964760714,0.379608144452577
61,Status.InterDis,0.28164463928932565,4.281806356313827
62,Status.InterDis,0.5982463723350328,3.701790673068091
63,Status.InterDis,1.6241544484776933,2.5105723490623344
64,Status.InterDis,3.6877125298187794,2.7924863527605286
65,Status.InterDis,4.682048439633413,1.3100748570989966
66,Status.InterDis,3.426152619703089,4.568733937130274
67,Status.InterDis,3.694125794587442,1.1828963419835474
68,Status.InterDis,3.879613209862218,1.613827734878902
69,Status.InterDis,2.3976462309744426,3.7433985615307166
70,Status.InterDis,2.0888925205697984,3.415857818754214
71,Status.InterDis,1.7112947201312967,4.912487081139251
72,Status.InterDis,2.954970583936874,2.298909302929203
73,Status.InterDis,2.44863581688039,3.5442353829694357
74,Status.InterDis,1.0158656830074646,3.5092454888665348
75,Status.InterDis,3.63748543970293,2.0562864756089336
76,Status.InterDis,2.719362050104171,2.7884827792204083
77,Status.InterDis,2.5813761489770526,3.262092922228279
78,Status.InterDis,1.926678674652726,2.964220568954607
79,Status.InterDis,3.019651018621064,1.3239539669281182
80,Status.InterDis,0.25905163249573154,3.979010761884037
81,Status.InterDis,1.7438427146947924,3.184869432124435
82,Status.InterDis,3.20190001285311,0.0800742187295768
83,Status.InterDis,4.662743427986355,0.08250555179483206
84,Status.InterDis,4.135050678515466,1.510367011762313
85,Status.InterDis,0.08468647011758683,3.9169935873328554
86,Status.InterDis,0.8590783485376146,4.389056325175937
87,Status.InterDis,4.951748161602943,1.3560438028802655
88,Status.InterDis,1.9653860028039474,2.2678649905419928
89,Status.InterDis,4.427182712350157,0.6942176613007839
90,Status.InterDis,3.954340630790392,2.029070478935896
91,Status.InterDis,0.968631476265153,3.8231549042750923
92,Status.InterDis,2.3746479814484998,4.014190407871711
93,Status.InterDis,0.11168057868634855,3.2810809876834144
94,Status.InterDis,2.833066962918827,1.9359186082936226
95,Status.InterDis,0.28048853397536727,3.3639409191501333
96,Status.InterDis,2.409896434689497,2.085906014544281
97,Status.InterDis,2.9264854509551887,1.7396097012324971
98,Status.InterDis,2.0305825168798375,4.341791564101259
99,Status.InterDis,5.793352370332459,0.39745636416152924
100,Status.InterDis,1.3689353621452294,2.8324920523635444
101,Status.InterDis,4.50642696966558,2.5397642185273615
102,Status.InterDis,1.0578631401995504,3.1510169363212217
103,Status.InterDis,2.9515436982020025,3.1826345572108807
104,Status.InterDis,2.6344580572529157,3.7591619029696246
105,Status.InterDis,0.46939809371179514,3.875507701934914
106,Status.InterDis,4.402377243502209,1.368220932090419
107,Status.InterDis,0.36828734097605054,3.1405475542621013
108,Status.InterDis,1.9990404321547104,3.7894958559404133
109,Status.InterDis,3.451328325472253,2.4602515345811087
110,Status.InterDis,3.7050182370848552,2.6219710116011905
111,Status.InterDis,5.19605326533333,0.2388780010404955
112,Status.InterDis,4.252855162612384,3.142936902372992
113,Status.InterDis,2.9321492700872214,4.326565712798064
114,Status.InterDis,2.3906336536458888,2.73706044322792
115,Status.InterDis,1.1461232527828709,4.470996923557097
116,Status.InterDis,3.8666267895477424,3.69013291480891
117,Status.InterDis,3.8122531235608808,0.09017364528798145
118,Status.InterDis,4.889851768110639,0.5532128166324145
119,Status.InterDis,3.237934497860477,1.0133145160565304
120,Status.InterDis,0.6820912435299603,5.128888294944854
121,Status.InterDis,0.5576821486833065,3.0333124644195535
122,Status.InterDis,4.485872152442309,0.3262423468256271
123,Status.InterDis,4.25331528847466,1.794334872434945
124,Status.InterDis,4.323525244014888,1.1855631745407789
125,Status.InterDis,3.3881176212476594,3.016795281883772
126,Status.InterDis,2.5128265465356625,2.3570799484146696
127,Status.InterDis,4.224070082556378,2.426228346236288
128,Status.InterDis,3.8810044067510785,2.4078391313190886
129,Status.InterDis,0.29490476122667136,2.9654513607660156
130,Status.InterDis,4.1983269353946735,0.1873183184204913
131,Status.InterDis,3.750116092389955,3.892975598802011
132,Status.InterDis,1.4224285833261388,2.63155415677313
133,Status.InterDis,1.5878417954204893,2.728131130529157
134,Status.InterDis,0.6020931451026447,3.519306562132955
135,Status.InterDis,1.6717645039132438,3.7682835427095105
136,Status.InterDis,4.49130441692986,1.8402383192480927
137,Status.InterDis,1.5996145363207133,4.310829673604785
138,Status.InterDis,2.901950524180826,0.06309961317710232
139,Status.InterDis,1.4257426738710326,3.034873237100821
140,Status.InterDis,2.7624560623304606,0.920156437668907
141,Status.InterDis,2.176570813382688,2.1238620055222235
142,Status.InterDis,3.0819928785538924,0.8044565363109145
143,Status.InterDis,0.9216935260468898,6.0837757837248665
144,Status.InterDis,1.6100465709765635,2.3406747442134543
145,Status.InterDis,0.011323065197580091,4.156824336912059
146,Status.InterDis,3.666606993653639,0.31070875737826625
147,Status.InterDis,3.4182649688405116,2.8617440735523285
148,Status.InterDis,3.538658246774728,2.2176717345114114
149,Status.InterDis,3.4026041447249957,1.2020017552928075
150,Status.InterDis,0.7855330333409539,5.401994396586931
151,Status.InterDis,1.2960502952809068,3.702527391068353
152,Status.InterDis,2.9749927208227254,2.9338704798546424
153,Status.InterDis,4.098038115318216,3.2550762854966115
154,Status.InterDis,2.381540814044384,1.4893345881597986
155,Status.InterDis,4.934877662985347,0.8090180672147973
156,Status.InterDis,0.06269983936954841,1.9868017160042641
157,Status.InterDis,1.273066601244901,3.2480867481670725
158,Status.InterDis,2.3022999099902353,1.641905291449751
159,Status.InterDis,2.606854601757286,3.519740625576649
160,Status.InterDis,1.0178297811444825,4.7829746083452225
161,Status.InterDis,2.7748944221245897,1.1523931502918918
162,Status.InterDis,3.436902288554284,3.1980686738073065
163,Status.InterDis,3.237248001273395,1.1887237160868962
164,Status.InterDis,4.904798908085703,2.0666080114218697
165,Status.InterDis,5.181734780958615,3.7691869109196317
166,Status.InterDis,1.0155595146984662,3.3206451801942762
167,Status.InterDis,2.3658927485707957,0.5379634888157839
168,Status.InterDis,3.0750514230664376,0.634777788739748
169,Status.InterDis,4.051885296249822,2.2923219768505683
170,Status.InterDis,0.8943649365526419,3.071324996041001
171,Status.InterDis,2.7915442886833124,2.345926530895335
172,Status.InterDis,2.395174873183445,5.926337999670896
173,Status.InterDis,3.4094986448866678,0.3083984732367898
174,Status.InterDis,4.998794159057016,1.7430084356443019
175,Status.InterDis,2.731761793877305,3.1819405980455677
176,Status.InterDis,2.4383614680116716,0.736684243571864
177,Status.InterDis,3.281284607407352,1.7783612063273027
178,Status.InterDis,3.4690782343058797,1.4413455485767972
179,Status.InterDis,5.073073390834922,0.4217247885233292
180,Status.InterDis,1.144663521860024,4.265986982073218
181,Status.InterDis,1.6201146208020814,3.4674488164933654
182,Status.InterDis,1.4362672583103147,3.443868333607216
183,Status.InterDis,1.2196580543085083,2.577197455335972
184,Status.InterDis,0.8329506434251358,2.668743986438163
185,Status.InterDis,4.411744585306222,0.03471417573528027
186,Status.InterDis,2.8263519144764926,1.529016457718049
187,Status.InterDis,3.472836221611239,3.667347241591751
188,Status.InterDis,1.8477065767364453,4.357295841789363
189,Status.InterDis,3.6850494633486397,1.487377768324356
190,Status.InterDis,4.31564324725729,2.7615027759904716
191,Status.InterDis,1.382129184645407,1.8437794241426277
192,Status.InterDis,2.603132800245296,1.8667049211736555
193,Status.InterDis,3.909476700155536,1.4298573455886832
194,Status.InterDis,5.314709639890039,1.0149676368784604
195,Status.InterDis,4.487377418596836,1.1544055746178739
196,Status.InterDis,1.7160212764378775,1.2003412928407202
197,Status.InterDis,1.8620867366020575,3.4064740010343084
198,Status.InterDis,1.7846174824135546,2.81384858580724
199,Status.InterDis,2.0499135842370615,1.1353209213344455
200,Status.InterDis,0.1044150819187205,4.408635667796546
201,Status.InterDis,3.66787850550915,1.767262202227922
202,Status.InterDis,0.4361731072470333,3.6027709829084826
203,Status.InterDis,1.6245870153359785,1.438395451471249
204,Status.InterDis,0.5063637579407705,5.3031144274408515
205,Status.InterDis,0.7076155780456094,4.756193587548811
206,Status.InterDis,1.370166033916367,3.887359445743157
207,Status.InterDis,4.123292114605945,0.37624624634850573
208,Status.InterDis,0.8582384586635753,4.769878699876675
209,Status.InterDis,1.1468267684936515,2.3012754059800247
210,Status.InterDis,4.034282108081755,1.778675019256854
211,Status.InterDis,1.921509867228659,1.8246649000939068
212,Status.InterDis,3.114532639526554,4.040517817559722
213,Status.InterDis,1.9885287105111007,2.075165703471733
214,Status.InterDis,3.8460221118999605,3.36021599030357
215,Status.InterDis,3.967824781367124,1.0250634270473595
216,Status.InterDis,5.095664640220014,6.567468183754197
217,Status.InterDis,1.4236719406928444,4.598207545505259
218,Status.InterDis,2.9387111096272314,2.5134630754202534
219,Status.InterDis,4.000524795462144,2.562737937988857
220,Status.InterDis,0.04668888125178903,3.7466213309474985
221,Status.InterDis,2.0913552789505268,4.5005133200303735
222,Status.InterDis,3.249351721327097,2.3808528788022505
223,Status.InterDis,3.58523921485308,0.788788342610181
224,Status.InterDis,0.08437479424465408,2.6266595551277594
225,Status.InterDis,3.5072910447313017,0.013523763501226475
226,Status.InterDis,2.971848765793559,2.6988328393962346
227,Status.InterDis,0.9646211514754376,2.4868313671687954
228,Status.InterDis,1.7930010971594725,2.660361228579426
229,Status.InterDis,2.600550844810174,2.06994195651524
230,Status.InterDis,1.6953541821719114,2.0510489581811227
231,Status.InterDis,1.578915796894664,2.9419142856398284
232,Status.InterDis,0.27961479440026327,2.4223355131540947
233,Status.InterDis,0.12962467444685977,2.884367419784919
234,Status.InterDis,3.3867741982875055,0.6022482780566936
235,Status.InterDis,1.9995768930100437,2.4599973943163023
236,Status.InterDis,4.717363308225586,1.7822882923766783
237,Status.InterDis,0.41331696076334895,1.9754034355768353
238,Status.InterDis,2.7563497664514984,2.1910982644198747
239,Status.InterDis,2.3144904688798054,0.9252034855808694
240,Status.InterDis,2.3246744064532914,2.349788600644076
241,Status.InterDis,4.12085007298551,0.019959610237681277
242,Status.InterDis,2.8766053689929625,3.6639345609389156
243,Status.InterDis,2.85250351550382,0.3321431192693639
244,Status.InterDis,2.090103991959705,3.164528763341269
245,Status.InterDis,0.6490150891259137,2.798623700836718
246,Status.InterDis,0.5551807378925486,4.51660698353172
247,Status.InterDis,4.9107513563161245,1.0858014458089602
248,Status.InterDis,0.5316285073358423,2.4723298812754426
249,Status.InterDis,0.5037063623664187,4.332206415619099
250,Status.InterDis,2.289966727187367,2.5365515323826506
251,Status.InterDis,0.7144929724324238,2.4796025193286204
252,Status.InterDis,3.007365995121546,0.32721312334300606
253,Status.InterDis,0.8981752131232392,2.0831041093740263
254,Status.InterDis,2.1422963373310107,1.8209339053236218
255,Status.InterDis,0.7130528643827764,2.017766296826607
256,Status.InterDis,2.896516480848847,0.5742292862726034
257,Status.InterDis,4.877869059047034,3.13930802971289
258,Status.InterDis,2.6082535283273067,0.5966584686289639
259,Status.InterDis,2.3228173907572067,1.153552830403102
260,Status.InterDis,4.740262003315034,1.6299120339810955
261,Status.InterDis,2.9885028162399867,1.167221034690178
262,Status.InterDis,2.254302130307106,3.3116111020054015
263,Status.InterDis,3.7129099073235654,0.49651353601504405
264,Status.InterDis,1.029500938841241,2.6570398434874134
265,Status.InterDis,2.678676400221021,0.20170358915336867
266,Status.InterDis,3.0575348597356946,1.9419019482306006
267,Status.InterDis,1.0968332142766926,3.665939321023297
268,Status.InterDis,1.455076964174911,2.3837754163775275
269,Status.InterDis,1.2857648373766306,1.39831180165666
270,Status.InterDis,2.5578549703870364,2.7602552809879164
271,Status.InterDis,2.1862463016729143,3.7048180211511084
272,Status.InterDis,0.021322510858742216,2.1653177366347647
273,Status.InterDis,0.5277966444703975,2.1384282817901834
274,Status.InterDis,3.7916803304071136,2.2312243855196137
275,Status.InterDis,0.41840262033590464,2.763982806095938
276,Status.InterDis,2.1553066846907085,0.8532062253814737
277,Status.InterDis,1.8670878773999782,1.5695137574562077
278,Status.InterDis,1.51369200715073,2.169527303391311
279,Status.InterDis,2.4968683379575785,2.985035775187895
280,Status.InterDis,1.1693741586420787,3.992088484006893
281,Status.InterDis,2.276099353197888,0.23980284812588293
282,Status.InterDis,0.8909239545891379,4.156707016589613
283,Status.InterDis,2.468200698503812,1.7018801607620213
284,Status.InterDis,2.344374439819201,4.268030462306365
